"","participant.code","cityname","role","group.S_transfer","group.S_self_part","group.S_prediction","group.R_prediction","group.R_min_offer","round","group.pie_size","group.unit_value_for_S","group.unit_value_for_R","treat","treatmp","player.age","player.gender","player.riskat","player.income"
"586","krmvkhzx","M",1,50,50,50,10,40,5,100,1,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"587","krmvkhzx","M",1,60,40,60,50,70,6,100,3,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"590","kyucyx39","M",2,20,40,20,30,30,1,60,1,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"591","kyucyx39","M",2,10,50,15,10,10,2,60,1,3,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"592","kyucyx39","M",2,35,65,45,40,30,3,100,1,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"593","kyucyx39","M",2,20,80,25,20,10,4,100,1,3,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"594","kyucyx39","M",2,45,55,50,50,30,5,100,3,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"595","kyucyx39","M",2,20,40,30,40,30,6,60,3,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"596","l0icwrfk","M",2,0,60,10,30,40,1,60,3,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"597","l0icwrfk","M",2,0,100,10,15,15,2,100,1,3,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"598","l0icwrfk","M",2,0,60,10,20,20,3,60,1,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"599","l0icwrfk","M",2,0,60,10,10,10,4,60,1,3,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"600","l0icwrfk","M",2,0,100,25,30,30,5,100,1,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"601","l0icwrfk","M",2,0,100,20,40,50,6,100,3,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"602","l2s3twav","M",2,50,50,50,50,50,3,100,1,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"603","l2s3twav","M",2,75,25,75,75,75,4,100,3,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"604","l2s3twav","M",2,45,15,45,45,45,1,60,3,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"605","l2s3twav","M",2,25,75,25,25,25,2,100,1,3,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"606","l2s3twav","M",2,15,45,15,15,15,5,60,1,3,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"607","l2s3twav","M",2,30,30,30,30,30,6,60,1,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"609","l65da94s","S",1,20,40,20,0,45,2,60,3,1,"Sender_SamMos","SamMos",20,1,4,4
"610","l65da94s","S",1,15,45,20,20,15,5,60,1,3,"Sender_SamMos","SamMos",20,1,4,4
"611","l65da94s","S",1,30,30,30,30,30,3,60,1,1,"Sender_SamMos","SamMos",20,1,4,4
"612","l65da94s","S",1,40,60,20,25,10,1,100,1,3,"Sender_SamMos","SamMos",20,1,4,4
"613","l65da94s","S",1,50,50,50,30,50,6,100,1,1,"Sender_SamMos","SamMos",20,1,4,4
"614","l65da94s","S",1,25,75,75,75,50,4,100,3,1,"Sender_SamMos","SamMos",20,1,4,4
"615","ldi9rob4","M",2,50,50,50,0,10,3,100,1,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"616","ldi9rob4","M",2,35,65,60,10,10,4,100,3,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"617","ldi9rob4","M",2,30,30,30,0,30,1,60,3,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"618","ldi9rob4","M",2,10,50,30,10,10,6,60,1,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"619","ldi9rob4","M",2,15,45,30,10,10,5,60,1,3,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"620","ldi9rob4","M",2,30,70,30,0,10,2,100,1,3,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"627","mrv76pyw","T",1,50,50,50,0,0,3,100,1,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"628","mrv76pyw","T",1,40,60,50,10,0,4,100,3,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"629","mrv76pyw","T",1,20,40,15,10,1,1,60,3,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"630","mrv76pyw","T",1,30,70,30,20,10,2,100,1,3,"Sender_TomMos","TomMos",NA,NA,NA,NA
"631","mrv76pyw","T",1,10,50,30,10,0,6,60,1,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"632","mrv76pyw","T",1,10,50,25,10,0,5,60,1,3,"Sender_TomMos","TomMos",NA,NA,NA,NA
"634","n9iz65w5","T",1,30,70,70,0,25,4,100,3,1,"Sender_TomMos","TomMos",22,1,4,4
"635","n9iz65w5","T",1,15,45,15,0,10,5,60,1,3,"Sender_TomMos","TomMos",22,1,4,4
"636","n9iz65w5","T",1,50,50,50,0,25,3,100,1,1,"Sender_TomMos","TomMos",22,1,4,4
"637","n9iz65w5","T",1,30,30,30,0,15,6,60,1,1,"Sender_TomMos","TomMos",22,1,4,4
"638","n9iz65w5","T",1,30,70,30,10,15,2,100,1,3,"Sender_TomMos","TomMos",22,1,4,4
"639","n9iz65w5","T",1,30,30,30,0,15,1,60,3,1,"Sender_TomMos","TomMos",22,1,4,4
"641","nggbtpuo","T",2,50,50,25,30,35,1,100,1,3,"Receiver_TomTom","TomTom",NA,NA,NA,NA
"642","nggbtpuo","T",2,30,30,15,20,20,2,60,1,3,"Receiver_TomTom","TomTom",NA,NA,NA,NA
"643","nggbtpuo","T",2,30,30,15,40,45,3,60,3,1,"Receiver_TomTom","TomTom",NA,NA,NA,NA
"644","nggbtpuo","T",2,50,50,25,45,50,4,100,3,1,"Receiver_TomTom","TomTom",NA,NA,NA,NA
"645","nggbtpuo","T",2,30,30,30,30,25,5,60,1,1,"Receiver_TomTom","TomTom",NA,NA,NA,NA
"646","nggbtpuo","T",2,50,50,50,45,45,6,100,1,1,"Receiver_TomTom","TomTom",NA,NA,NA,NA
"647","ngno36bb","M",2,20,40,21,0,30,3,60,1,1,"Receiver_SamMos","SamMos",18,1,3,3
"648","ngno36bb","M",2,0,0,10,5,25,1,100,1,3,"Receiver_SamMos","SamMos",18,1,3,3
"649","ngno36bb","M",2,61,39,30,10,50,6,100,1,1,"Receiver_SamMos","SamMos",18,1,3,3
"650","ngno36bb","M",2,5,95,5,15,75,4,100,3,1,"Receiver_SamMos","SamMos",18,1,3,3
"651","ngno36bb","M",2,30,30,15,10,45,2,60,3,1,"Receiver_SamMos","SamMos",18,1,3,3
"652","ngno36bb","M",2,7,53,2,0,15,5,60,1,3,"Receiver_SamMos","SamMos",18,1,3,3
"653","njsi2jqy","M",2,15,45,15,20,20,5,60,1,3,"Receiver_SamMos","SamMos",21,0,2,3
"654","njsi2jqy","M",2,30,30,30,15,20,3,60,1,1,"Receiver_SamMos","SamMos",21,0,2,3
"655","njsi2jqy","M",2,50,50,50,30,25,6,100,1,1,"Receiver_SamMos","SamMos",21,0,2,3
"656","njsi2jqy","M",2,48,12,43,5,10,2,60,3,1,"Receiver_SamMos","SamMos",21,0,2,3
"657","njsi2jqy","M",2,0,0,16,50,35,1,100,1,3,"Receiver_SamMos","SamMos",21,0,2,3
"658","njsi2jqy","M",2,75,25,75,5,10,4,100,3,1,"Receiver_SamMos","SamMos",21,0,2,3
"659","npa49lqy","S",2,0,100,50,75,70,4,100,3,1,"Receiver_SamSam","SamSam",22,1,3,2
"660","npa49lqy","S",2,0,60,30,15,10,6,60,1,3,"Receiver_SamSam","SamSam",22,1,3,2
"661","npa49lqy","S",2,0,60,30,30,25,3,60,1,1,"Receiver_SamSam","SamSam",22,1,3,2
"662","npa49lqy","S",2,0,60,30,45,30,1,60,3,1,"Receiver_SamSam","SamSam",22,1,3,2
"663","npa49lqy","S",2,0,100,50,25,20,5,100,1,3,"Receiver_SamSam","SamSam",22,1,3,2
"664","npa49lqy","S",2,0,100,50,50,40,2,100,1,1,"Receiver_SamSam","SamSam",22,1,3,2
"665","npdlguzf","M",2,0,60,30,0,1,1,60,3,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"666","npdlguzf","M",2,0,100,20,0,1,2,100,1,3,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"667","npdlguzf","M",2,0,60,20,0,1,3,60,1,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"668","npdlguzf","M",2,0,60,10,0,1,4,60,1,3,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"669","npdlguzf","M",2,0,100,20,0,1,5,100,1,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"670","npdlguzf","M",2,0,100,50,0,1,6,100,3,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"671","nvae8h4c","M",2,30,30,40,45,40,1,60,3,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"672","nvae8h4c","M",2,30,70,100,25,24,2,100,1,3,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"673","nvae8h4c","M",2,35,25,30,25,28,3,60,1,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"674","nvae8h4c","M",2,20,40,30,10,15,4,60,1,3,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"675","nvae8h4c","M",2,50,50,50,10,40,5,100,1,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"676","nvae8h4c","M",2,60,40,60,50,70,6,100,3,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"677","nye0yz1f","S",2,30,30,30,15,10,6,60,1,1,"Receiver_TomSam","TomSam",19,0,2,4
"678","nye0yz1f","S",2,10,50,40,30,20,5,60,3,1,"Receiver_TomSam","TomSam",19,0,2,4
"679","nye0yz1f","S",2,30,70,50,60,50,1,100,3,1,"Receiver_TomSam","TomSam",19,0,2,4
"680","nye0yz1f","S",2,25,35,14,10,8,4,60,1,3,"Receiver_TomSam","TomSam",19,0,2,4
"681","nye0yz1f","S",2,30,70,15,20,15,2,100,1,3,"Receiver_TomSam","TomSam",19,0,2,4
"682","nye0yz1f","S",2,50,50,50,40,25,3,100,1,1,"Receiver_TomSam","TomSam",19,0,2,4
"683","o76himv1","M",2,30,30,30,15,7,5,60,1,3,"Receiver_SamMos","SamMos",19,1,3,5
"684","o76himv1","M",2,50,50,50,50,33,6,100,1,1,"Receiver_SamMos","SamMos",19,1,3,5
"685","o76himv1","M",2,50,50,50,75,50,4,100,3,1,"Receiver_SamMos","SamMos",19,1,3,5
"686","o76himv1","M",2,30,30,30,30,20,3,60,1,1,"Receiver_SamMos","SamMos",19,1,3,5
"687","o76himv1","M",2,0,0,20,25,10,1,100,1,3,"Receiver_SamMos","SamMos",19,1,3,5
"688","o76himv1","M",2,30,30,30,45,21,2,60,3,1,"Receiver_SamMos","SamMos",19,1,3,5
"689","o775xwvi","M",2,30,30,15,30,25,1,60,1,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"690","o775xwvi","M",2,15,45,10,20,13,2,60,1,3,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"691","o775xwvi","M",2,40,60,30,45,40,3,100,1,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"692","o775xwvi","M",2,25,75,15,25,20,4,100,1,3,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"693","o775xwvi","M",2,75,25,50,75,60,5,100,3,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"694","o775xwvi","M",2,45,15,30,15,30,6,60,3,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"696","ob652wuy","T",1,30,30,30,15,10,6,60,1,1,"Sender_TomSam","TomSam",21,0,2,4
"697","ob652wuy","T",1,30,70,15,20,15,2,100,1,3,"Sender_TomSam","TomSam",21,0,2,4
"698","ob652wuy","T",1,25,35,14,10,8,4,60,1,3,"Sender_TomSam","TomSam",21,0,2,4
"699","ob652wuy","T",1,10,50,40,30,20,5,60,3,1,"Sender_TomSam","TomSam",21,0,2,4
"700","ob652wuy","T",1,50,50,50,40,25,3,100,1,1,"Sender_TomSam","TomSam",21,0,2,4
"701","ob652wuy","T",1,30,70,50,60,50,1,100,3,1,"Sender_TomSam","TomSam",21,0,2,4
"702","oiok5daa","S",1,0,0,20,25,10,1,100,1,3,"Sender_SamMos","SamMos",20,1,1,4
"703","oiok5daa","S",1,30,30,30,30,20,3,60,1,1,"Sender_SamMos","SamMos",20,1,1,4
"704","oiok5daa","S",1,30,30,30,15,7,5,60,1,3,"Sender_SamMos","SamMos",20,1,1,4
"705","oiok5daa","S",1,50,50,50,75,50,4,100,3,1,"Sender_SamMos","SamMos",20,1,1,4
"706","oiok5daa","S",1,50,50,50,50,33,6,100,1,1,"Sender_SamMos","SamMos",20,1,1,4
"707","oiok5daa","S",1,30,30,30,45,21,2,60,3,1,"Sender_SamMos","SamMos",20,1,1,4
"708","oipx6wzq","M",2,25,75,75,75,50,4,100,3,1,"Receiver_SamMos","SamMos",20,0,2,3
"709","oipx6wzq","M",2,15,45,20,20,15,5,60,1,3,"Receiver_SamMos","SamMos",20,0,2,3
"710","oipx6wzq","M",2,20,40,20,0,45,2,60,3,1,"Receiver_SamMos","SamMos",20,0,2,3
"711","oipx6wzq","M",2,30,30,30,30,30,3,60,1,1,"Receiver_SamMos","SamMos",20,0,2,3
"712","oipx6wzq","M",2,40,60,20,25,10,1,100,1,3,"Receiver_SamMos","SamMos",20,0,2,3
"713","oipx6wzq","M",2,50,50,50,30,50,6,100,1,1,"Receiver_SamMos","SamMos",20,0,2,3
"714","ozekfhnd","S",1,45,15,30,30,20,1,60,3,1,"Sender_SamSam","SamSam",21,1,4,4
"715","ozekfhnd","S",1,40,20,20,25,20,3,60,1,1,"Sender_SamSam","SamSam",21,1,4,4
"716","ozekfhnd","S",1,15,45,30,18,20,6,60,1,3,"Sender_SamSam","SamSam",21,1,4,4
"717","ozekfhnd","S",1,30,70,40,40,25,5,100,1,3,"Sender_SamSam","SamSam",21,1,4,4
"718","ozekfhnd","S",1,75,25,50,70,45,4,100,3,1,"Sender_SamSam","SamSam",21,1,4,4
"719","ozekfhnd","S",1,60,40,60,45,30,2,100,1,1,"Sender_SamSam","SamSam",21,1,4,4
"720","pica4s6e","M",2,1,59,25,15,30,1,60,3,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"721","pica4s6e","M",2,2,98,15,25,20,2,100,1,3,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"722","pica4s6e","M",2,1,59,30,30,30,3,60,1,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"723","pica4s6e","M",2,0,60,15,15,10,4,60,1,3,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"724","pica4s6e","M",2,1,99,50,40,35,5,100,1,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"725","pica4s6e","M",2,5,95,70,70,65,6,100,3,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"726","pipcuosf","M",2,75,25,75,43,40,4,100,3,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"727","pipcuosf","M",2,50,50,50,30,25,3,100,1,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"728","pipcuosf","M",2,15,45,15,11,9,5,60,1,3,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"729","pipcuosf","M",2,30,30,30,19,18,6,60,1,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"730","pipcuosf","M",2,45,15,45,30,30,1,60,3,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"731","pipcuosf","M",2,25,75,25,15,20,2,100,1,3,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"732","plkgopa6","M",2,15,45,15,15,15,5,60,1,3,"Receiver_SamMos","SamMos",21,0,1,5
"733","plkgopa6","M",2,30,30,30,30,30,3,60,1,1,"Receiver_SamMos","SamMos",21,0,1,5
"734","plkgopa6","M",2,50,50,50,40,40,6,100,1,1,"Receiver_SamMos","SamMos",21,0,1,5
"735","plkgopa6","M",2,0,0,25,20,20,1,100,1,3,"Receiver_SamMos","SamMos",21,0,1,5
"736","plkgopa6","M",2,45,15,45,30,30,2,60,3,1,"Receiver_SamMos","SamMos",21,0,1,5
"737","plkgopa6","M",2,75,25,75,60,40,4,100,3,1,"Receiver_SamMos","SamMos",21,0,1,5
"740","pxoi6w39","S",2,30,30,30,30,30,6,60,1,1,"Receiver_TomSam","TomSam",18,0,3,2
"741","pxoi6w39","S",2,40,20,40,40,40,5,60,3,1,"Receiver_TomSam","TomSam",18,0,3,2
"742","pxoi6w39","S",2,10,50,20,30,20,4,60,1,3,"Receiver_TomSam","TomSam",18,0,3,2
"743","pxoi6w39","S",2,40,60,50,20,20,3,100,1,1,"Receiver_TomSam","TomSam",18,0,3,2
"744","pxoi6w39","S",2,60,40,50,50,30,1,100,3,1,"Receiver_TomSam","TomSam",18,0,3,2
"745","pxoi6w39","S",2,20,80,30,40,40,2,100,1,3,"Receiver_TomSam","TomSam",18,0,3,2
"746","q18wbdf3","M",2,30,30,27,0,0,1,60,1,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"747","q18wbdf3","M",2,16,44,15,0,0,2,60,1,3,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"748","q18wbdf3","M",2,50,50,45,50,0,3,100,1,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"749","q18wbdf3","M",2,25,75,20,50,0,4,100,1,3,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"750","q18wbdf3","M",2,75,25,68,0,0,5,100,3,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"751","q18wbdf3","M",2,45,15,40,50,0,6,60,3,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"753","qgo6hdiu","M",1,0,60,30,20,20,1,60,1,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"754","qgo6hdiu","M",1,20,40,20,25,20,2,60,1,3,"Sender_MosMos","MosMos",NA,NA,NA,NA
"755","qgo6hdiu","M",1,50,50,50,40,35,3,100,1,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"756","qgo6hdiu","M",1,50,50,50,35,25,4,100,1,3,"Sender_MosMos","MosMos",NA,NA,NA,NA
"757","qgo6hdiu","M",1,80,20,40,50,45,5,100,3,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"758","qgo6hdiu","M",1,55,5,30,30,25,6,60,3,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"759","qhxnonvt","T",1,40,20,40,30,15,5,60,3,1,"Sender_TomSam","TomSam",21,1,2,4
"760","qhxnonvt","T",1,67,33,65,45,30,1,100,3,1,"Sender_TomSam","TomSam",21,1,2,4
"761","qhxnonvt","T",1,30,30,30,25,15,6,60,1,1,"Sender_TomSam","TomSam",21,1,2,4
"762","qhxnonvt","T",1,50,50,50,40,20,3,100,1,1,"Sender_TomSam","TomSam",21,1,2,4
"763","qhxnonvt","T",1,33,67,30,30,15,2,100,1,3,"Sender_TomSam","TomSam",21,1,2,4
"764","qhxnonvt","T",1,20,40,20,15,10,4,60,1,3,"Sender_TomSam","TomSam",21,1,2,4
"765","qlyperll","M",2,50,50,50,50,50,3,100,1,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"766","qlyperll","M",2,75,25,75,75,75,4,100,3,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"767","qlyperll","M",2,40,20,45,45,30,1,60,3,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"768","qlyperll","M",2,25,75,25,25,20,2,100,1,3,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"769","qlyperll","M",2,15,45,15,15,15,5,60,1,3,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"770","qlyperll","M",2,30,30,30,30,30,6,60,1,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"771","qmgjtqn6","S",2,20,80,20,50,50,1,100,3,1,"Receiver_TomSam","TomSam",18,0,3,4
"772","qmgjtqn6","S",2,0,100,10,50,50,2,100,1,3,"Receiver_TomSam","TomSam",18,0,3,4
"773","qmgjtqn6","S",2,0,60,15,30,30,5,60,3,1,"Receiver_TomSam","TomSam",18,0,3,4
"774","qmgjtqn6","S",2,5,55,20,30,30,6,60,1,1,"Receiver_TomSam","TomSam",18,0,3,4
"775","qmgjtqn6","S",2,0,60,10,30,30,4,60,1,3,"Receiver_TomSam","TomSam",18,0,3,4
"776","qmgjtqn6","S",2,30,70,40,50,50,3,100,1,1,"Receiver_TomSam","TomSam",18,0,3,4
"782","s3k7jt7m","S",2,0,60,30,30,27,6,60,1,1,"Receiver_TomSam","TomSam",21,1,4,2
"783","s3k7jt7m","S",2,0,60,30,40,47,5,60,3,1,"Receiver_TomSam","TomSam",21,1,4,2
"784","s3k7jt7m","S",2,0,100,50,45,50,3,100,1,1,"Receiver_TomSam","TomSam",21,1,4,2
"785","s3k7jt7m","S",2,0,100,25,30,27,2,100,1,3,"Receiver_TomSam","TomSam",21,1,4,2
"786","s3k7jt7m","S",2,0,60,50,10,15,4,60,1,3,"Receiver_TomSam","TomSam",21,1,4,2
"787","s3k7jt7m","S",2,0,100,50,70,75,1,100,3,1,"Receiver_TomSam","TomSam",21,1,4,2
"788","s69abhxh","T",1,30,30,30,60,60,6,60,1,1,"Sender_TomSam","TomSam",19,1,4,4
"789","s69abhxh","T",1,50,10,45,60,60,5,60,3,1,"Sender_TomSam","TomSam",19,1,4,4
"790","s69abhxh","T",1,15,45,15,60,60,4,60,1,3,"Sender_TomSam","TomSam",19,1,4,4
"791","s69abhxh","T",1,50,50,50,80,80,3,100,1,1,"Sender_TomSam","TomSam",19,1,4,4
"792","s69abhxh","T",1,50,50,75,50,50,1,100,3,1,"Sender_TomSam","TomSam",19,1,4,4
"793","s69abhxh","T",1,25,75,25,50,50,2,100,1,3,"Sender_TomSam","TomSam",19,1,4,4
"796","sj6hsn7c","M",2,50,50,80,0,10,4,100,3,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"797","sj6hsn7c","M",2,50,50,70,0,25,3,100,1,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"798","sj6hsn7c","M",2,35,65,50,0,20,2,100,1,3,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"799","sj6hsn7c","M",2,30,30,40,0,10,1,60,3,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"800","sj6hsn7c","M",2,20,40,30,0,10,5,60,1,3,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"801","sj6hsn7c","M",2,50,10,50,0,10,6,60,1,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"802","skphgwf9","S",1,0,0,40,66,33,1,100,1,3,"Sender_SamMos","SamMos",20,1,4,4
"803","skphgwf9","S",1,50,10,30,20,15,2,60,3,1,"Sender_SamMos","SamMos",20,1,4,4
"804","skphgwf9","S",1,50,50,50,50,40,6,100,1,1,"Sender_SamMos","SamMos",20,1,4,4
"805","skphgwf9","S",1,60,0,30,30,20,3,60,1,1,"Sender_SamMos","SamMos",20,1,4,4
"806","skphgwf9","S",1,40,20,60,40,30,5,60,1,3,"Sender_SamMos","SamMos",20,1,4,4
"807","skphgwf9","S",1,80,20,50,30,20,4,100,3,1,"Sender_SamMos","SamMos",20,1,4,4
"808","snsljw3f","M",2,30,30,1,50,50,5,60,1,3,"Receiver_SamMos","SamMos",20,0,2,4
"809","snsljw3f","M",2,15,45,20,30,50,3,60,1,1,"Receiver_SamMos","SamMos",20,0,2,4
"810","snsljw3f","M",2,30,70,40,50,50,6,100,1,1,"Receiver_SamMos","SamMos",20,0,2,4
"811","snsljw3f","M",2,22,38,30,0,50,2,60,3,1,"Receiver_SamMos","SamMos",20,0,2,4
"812","snsljw3f","M",2,10,90,40,0,50,4,100,3,1,"Receiver_SamMos","SamMos",20,0,2,4
"813","snsljw3f","M",2,0,0,10,50,50,1,100,1,3,"Receiver_SamMos","SamMos",20,0,2,4
"814","ssbbvfqe","M",1,0,60,10,30,40,1,60,3,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"815","ssbbvfqe","M",1,0,100,10,15,15,2,100,1,3,"Sender_MosMos","MosMos",NA,NA,NA,NA
"816","ssbbvfqe","M",1,0,60,10,20,20,3,60,1,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"817","ssbbvfqe","M",1,0,60,10,10,10,4,60,1,3,"Sender_MosMos","MosMos",NA,NA,NA,NA
"818","ssbbvfqe","M",1,0,100,25,30,30,5,100,1,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"819","ssbbvfqe","M",1,0,100,20,40,50,6,100,3,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"821","sunatphw","S",2,15,45,30,15,10,6,60,1,3,"Receiver_SamSam","SamSam",22,1,2,4
"822","sunatphw","S",2,45,15,30,25,30,1,60,3,1,"Receiver_SamSam","SamSam",22,1,2,4
"823","sunatphw","S",2,25,75,20,30,15,5,100,1,3,"Receiver_SamSam","SamSam",22,1,2,4
"824","sunatphw","S",2,30,30,20,20,20,3,60,1,1,"Receiver_SamSam","SamSam",22,1,2,4
"825","sunatphw","S",2,75,25,50,60,50,4,100,3,1,"Receiver_SamSam","SamSam",22,1,2,4
"826","sunatphw","S",2,50,50,50,50,35,2,100,1,1,"Receiver_SamSam","SamSam",22,1,2,4
"829","takjtc02","T",1,70,30,50,30,20,4,100,3,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"830","takjtc02","T",1,10,50,20,40,30,5,60,1,3,"Sender_TomMos","TomMos",NA,NA,NA,NA
"831","takjtc02","T",1,30,30,30,15,20,1,60,3,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"832","takjtc02","T",1,30,70,50,20,40,2,100,1,3,"Sender_TomMos","TomMos",NA,NA,NA,NA
"833","takjtc02","T",1,50,50,50,50,50,3,100,1,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"834","takjtc02","T",1,20,40,25,35,25,6,60,1,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"837","tk7kuvw6","T",1,0,60,20,45,30,5,60,3,1,"Sender_TomSam","TomSam",24,0,1,4
"838","tk7kuvw6","T",1,0,100,20,30,25,1,100,3,1,"Sender_TomSam","TomSam",24,0,1,4
"839","tk7kuvw6","T",1,0,100,20,50,30,3,100,1,1,"Sender_TomSam","TomSam",24,0,1,4
"840","tk7kuvw6","T",1,0,60,20,20,20,4,60,1,3,"Sender_TomSam","TomSam",24,0,1,4
"841","tk7kuvw6","T",1,0,60,20,30,30,6,60,1,1,"Sender_TomSam","TomSam",24,0,1,4
"842","tk7kuvw6","T",1,0,100,20,10,10,2,100,1,3,"Sender_TomSam","TomSam",24,0,1,4
"843","tm6adnr3","T",1,75,25,75,75,75,4,100,3,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"844","tm6adnr3","T",1,30,30,30,30,30,6,60,1,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"845","tm6adnr3","T",1,25,75,25,25,25,2,100,1,3,"Sender_TomMos","TomMos",NA,NA,NA,NA
"846","tm6adnr3","T",1,15,45,15,15,15,5,60,1,3,"Sender_TomMos","TomMos",NA,NA,NA,NA
"847","tm6adnr3","T",1,45,15,45,45,45,1,60,3,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"848","tm6adnr3","T",1,50,50,50,50,50,3,100,1,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"849","u92vuc3u","S",2,30,30,30,30,30,6,60,1,1,"Receiver_TomSam","TomSam",21,0,3,4
"850","u92vuc3u","S",2,75,25,50,60,30,1,100,3,1,"Receiver_TomSam","TomSam",21,0,3,4
"851","u92vuc3u","S",2,50,50,50,50,40,3,100,1,1,"Receiver_TomSam","TomSam",21,0,3,4
